date,lower,projected,upper
2020-09-16,34.0,65.97417407520001,105.0
2020-09-17,33.0,64.14878420640001,103.0
2020-09-18,32.0,62.372574621700004,101.0
2020-09-19,30.0,60.6450619777,99.0
2020-09-20,29.0,58.9657545087,97.0
2020-09-21,27.0,57.3341570893,95.0
2020-09-22,26.0,55.7497624335,93.0
2020-09-23,25.0,54.2120273296,91.0
2020-09-24,24.0,52.7199435967,89.0
2020-09-25,23.0,51.272548329399996,87.0
2020-09-26,22.0,49.86891418890001,86.0
2020-09-27,21.0,48.508129346800004,84.0
2020-09-28,20.0,47.189259288,82.0
2020-09-29,19.0,45.911306222600004,81.0
2020-09-30,19.0,44.6732518686,79.0
2020-10-01,18.0,43.4740901975,78.0
2020-10-02,17.0,42.3128320624,76.0
2020-10-03,16.0,41.1885061165,75.0
2020-10-04,16.0,40.1001451439,73.0
2020-10-05,15.0,39.0467883964,71.0
2020-10-06,14.0,38.0274897948,70.0
2020-10-07,13.0,37.0413234387,69.0
2020-10-08,13.0,36.0873854185,68.0
2020-10-09,12.0,35.1647900994,66.0
2020-10-10,11.0,34.27266929,65.0
2020-10-11,11.0,33.4101735701,64.0
2020-10-12,10.0,32.5764738962,63.0
2020-10-13,10.0,31.7707640322,62.0
2020-10-14,9.0,30.9922613608,61.0
2020-10-15,9.0,30.240204212800002,60.0
2020-10-16,8.0,29.5138517404,59.0
2020-10-17,8.0,28.8124843283,58.0
2020-10-18,8.0,28.135404054600002,56.0
2020-10-19,7.0,27.4819363849,56.0
2020-10-20,7.0,26.8514277429,55.0
2020-10-21,6.0,26.243245008699997,54.0
2020-10-22,6.0,25.656775369699997,53.0
2020-10-23,6.0,25.0914262942,52.0
2020-10-24,6.0,24.546628389099997,52.0
2020-10-25,5.0,24.0218313527,52.0
2020-10-26,5.0,23.5165037298,52.0
2020-10-27,5.0,23.030132765599998,52.0
2020-10-28,5.0,22.562224647399997,51.0
2020-10-29,5.0,22.1123046393,50.0
2020-10-30,4.0,21.6799164626,50.0
2020-10-31,4.0,21.2646214542,50.0
2020-11-01,4.0,20.8659980441,50.0
