date,lower,projected,upper
2020-09-04,63.0,127.00866225899999,218.0
2020-09-05,61.0,124.37460070200001,214.0
2020-09-06,59.0,121.753635011,209.0
2020-09-07,57.0,119.14843288799999,203.0
2020-09-08,55.0,116.56144154799999,198.0
2020-09-09,53.0,113.995251056,195.0
2020-09-10,51.0,111.452541273,190.0
2020-09-11,49.0,108.93605271,186.0
2020-09-12,48.0,106.448577399,181.0
2020-09-13,46.0,103.992636461,177.0
2020-09-14,44.0,101.570253955,172.0
2020-09-15,43.0,99.1834288536,167.0
2020-09-16,42.0,96.83412114139999,163.0
2020-09-17,40.0,94.5242073558,160.0
2020-09-18,39.0,92.25539604,155.0
2020-09-19,37.0,90.0288487389,150.0
2020-09-20,36.0,87.845645367,147.0
2020-09-21,35.0,85.70679147119999,143.0
2020-09-22,34.0,83.613202004,139.0
2020-09-23,33.0,81.5656601092,136.0
2020-09-24,32.0,79.5640841032,133.0
2020-09-25,31.0,77.6083981819,129.0
2020-09-26,30.0,75.69851721229999,126.0
2020-09-27,29.0,73.8343135178,124.0
2020-09-28,28.0,72.0155529764,122.0
2020-09-29,27.0,70.2418276776,119.0
2020-09-30,26.0,68.5126312908,117.0
2020-10-01,25.0,66.8274170437,114.0
2020-10-02,24.0,65.1856076046,112.0
2020-10-03,23.0,63.5865987316,110.0
2020-10-04,22.0,62.0297383754,108.0
2020-10-05,21.0,60.514333054,105.0
2020-10-06,21.0,59.0396640538,103.0
2020-10-07,20.0,57.604998924300006,101.0
2020-10-08,20.0,56.2095966438,100.0
2020-10-09,19.0,54.8527034206,98.0
2020-10-10,18.0,53.533553365,97.0
2020-10-11,17.0,52.251372699099996,96.0
2020-10-12,17.0,51.0053843232,94.0
2020-10-13,16.0,49.7948137141,92.0
2020-10-14,16.0,48.6188920429,90.0
2020-10-15,15.0,47.476853084,89.0
2020-10-16,15.0,46.3679338687,87.0
2020-10-17,14.0,45.291376014399994,86.0
2020-10-18,14.0,44.2464246014,85.0
2020-10-19,13.0,43.2323303525,84.0
2020-10-20,12.0,42.2483469107,82.0
2020-10-21,12.0,41.293730532,82.0
2020-10-22,12.0,40.3677412596,81.0
2020-10-23,11.0,39.4696445748,80.0
2020-10-24,11.0,38.5987104306,79.0
2020-10-25,11.0,37.7542042156,78.0
2020-10-26,10.0,36.9353894192,77.0
2020-10-27,10.0,36.1415308909,76.0
2020-10-28,10.0,35.3719024346,75.0
2020-10-29,9.0,34.6257881544,74.0
2020-10-30,9.0,33.9024757875,73.0
2020-10-31,9.0,33.2012571716,73.0
2020-11-01,8.0,32.5214305833,72.0
