date,lower,projected,upper
2020-09-19,32.0,62.6238904471,99.0
2020-09-20,31.0,60.903816624300006,97.0
2020-09-21,30.0,59.2330867959,94.0
2020-09-22,28.0,57.6112677832,92.0
2020-09-23,27.0,56.0378793262,91.0
2020-09-24,26.0,54.5118767991,90.0
2020-09-25,25.0,53.03226768930001,89.0
2020-09-26,23.0,51.5981001025,87.0
2020-09-27,22.0,50.208438746800006,86.0
2020-09-28,21.0,48.8623190307,84.0
2020-09-29,20.0,47.5586982768,82.0
2020-09-30,19.0,46.296507376,81.0
2020-10-01,18.0,45.074690289799996,79.0
2020-10-02,17.0,43.8922096358,77.0
2020-10-03,17.0,42.748047791,76.0
2020-10-04,16.0,41.6411904043,75.0
2020-10-05,15.0,40.5706291748,75.0
2020-10-06,15.0,39.5353716821,74.0
2020-10-07,14.0,38.534447973,73.0
2020-10-08,14.0,37.566912697,72.0
2020-10-09,13.0,36.6318405814,71.0
2020-10-10,12.0,35.7283253869,69.0
2020-10-11,12.0,34.8554814592,68.0
2020-10-12,11.0,34.012445618499996,67.0
2020-10-13,11.0,33.1983800507,67.0
2020-10-14,10.0,32.412473252800005,66.0
2020-10-15,10.0,31.6539367804,66.0
2020-10-16,9.0,30.922005053299998,65.0
2020-10-17,9.0,30.215935765300003,64.0
2020-10-18,8.0,29.535010570900003,63.0
2020-10-19,8.0,28.8785370242,63.0
2020-10-20,7.0,28.245845769499997,62.0
2020-10-21,7.0,27.636290110100003,62.0
2020-10-22,7.0,27.0492456916,61.0
2020-10-23,6.0,26.4841103833,60.0
2020-10-24,6.0,25.9403078857,60.0
2020-10-25,6.0,25.4172825621,61.0
2020-10-26,6.0,24.9144991342,60.0
2020-10-27,5.0,24.431442584299997,60.0
2020-10-28,5.0,23.9676182084,60.0
2020-10-29,5.0,23.522551723000003,56.0
2020-10-30,5.0,23.0957884533,55.0
2020-10-31,4.0,22.6868925902,55.0
2020-11-01,4.0,22.295446935300003,55.0
