date,lower,projected,upper
2020-02-13,,,
2020-02-14,,,
2020-02-15,,,
2020-02-16,,,
2020-02-17,,,
2020-02-18,,,
2020-02-19,,,
2020-02-20,,,
2020-02-21,,,
2020-02-22,,,
2020-02-23,,,
2020-02-24,,,
2020-02-25,,,
2020-02-26,,,
2020-02-27,,,
2020-02-28,,,
2020-02-29,,,
2020-03-01,,,
2020-03-02,,,
2020-03-03,,,
2020-03-04,,,
2020-03-05,,,
2020-03-06,,,
2020-03-07,,,
2020-03-08,,,
2020-03-09,,,
2020-03-10,,,
2020-03-11,,,
2020-03-12,,,
2020-03-13,,,
2020-03-14,,,
2020-03-15,,,
2020-03-16,,,
2020-03-17,,,
2020-03-18,,,
2020-03-19,,,
2020-03-20,,,
2020-03-21,,,
2020-03-22,,,
2020-03-23,,,
2020-03-24,,,
2020-03-25,,,
2020-03-26,,,
2020-03-27,,,
2020-03-28,,,
2020-03-29,,,
2020-03-30,,,
2020-03-31,,,
2020-04-01,,,
2020-04-02,,,
2020-04-03,,,
2020-04-04,,,
2020-04-05,,,
2020-04-06,,,
2020-04-07,,,
2020-04-08,,,
2020-04-09,,,
2020-04-10,,,
2020-04-11,,,
2020-04-12,,,
2020-04-13,,,
2020-04-14,,,
2020-04-15,,,
2020-04-16,,,
2020-04-17,,,
2020-04-18,,,
2020-04-19,,,
2020-04-20,,,
2020-04-21,,,
2020-04-22,,,
2020-04-23,,,
2020-04-24,,,
2020-04-25,,,
2020-04-26,,,
2020-04-27,,,
2020-04-28,,,
2020-04-29,,,
2020-04-30,,,
2020-05-01,,,
2020-05-02,,,
2020-05-03,,,
2020-05-04,,,
2020-05-05,,,
2020-05-06,,,
2020-05-07,,,
2020-05-08,,,
2020-05-09,,,
2020-05-10,,,
2020-05-11,,,
2020-05-12,,,
2020-05-13,,,
2020-05-14,,,
2020-05-15,,,
2020-05-16,,,
2020-05-17,,,
2020-05-18,,,
2020-05-19,,,
2020-05-20,,,
2020-05-21,,,
2020-05-22,,,
2020-05-23,,,
2020-05-24,,,
2020-05-25,,,
2020-05-26,,,
2020-05-27,,,
2020-05-28,,,
2020-05-29,,,
2020-05-30,,,
2020-05-31,,,
2020-06-01,,,
2020-06-02,,,
2020-06-03,,,
2020-06-04,,,
2020-06-05,,,
2020-06-06,,,
2020-06-07,,,
2020-06-08,,,
2020-06-09,,,
2020-06-10,,,
2020-06-11,,,
2020-06-12,,,
2020-06-13,,,
2020-06-14,,,
2020-06-15,,,
2020-06-16,,,
2020-06-17,,,
2020-06-18,,,
2020-06-19,,,
2020-06-20,,,
2020-06-21,,,
2020-06-22,,,
2020-06-23,,,
2020-06-24,,,
2020-06-25,,,
2020-06-26,,,
2020-06-27,,,
2020-06-28,,,
2020-06-29,,,
2020-06-30,,,
2020-07-01,,,
2020-07-02,,,
2020-07-03,,,
2020-07-04,,,
2020-07-05,,,
2020-07-06,,,
2020-07-07,,,
2020-07-08,,,
2020-07-09,,,
2020-07-10,,,
2020-07-11,,,
2020-07-12,,,
2020-07-13,,,
2020-07-14,,,
2020-07-15,,,
2020-07-16,46.0,87.0,119.0
2020-07-17,46.0,89.0,123.0
2020-07-18,47.0,92.0,127.0
2020-07-19,48.0,95.0,131.0
2020-07-20,48.0,98.0,135.0
2020-07-21,48.0,101.0,140.0
2020-07-22,49.0,104.0,144.0
2020-07-23,49.0,106.0,148.0
2020-07-24,49.0,109.0,153.0
2020-07-25,49.0,112.0,158.0
2020-07-26,49.0,115.0,163.0
2020-07-27,49.0,118.0,169.0
2020-07-28,49.0,120.0,174.0
2020-07-29,49.0,123.0,180.0
2020-07-30,49.0,126.0,185.0
2020-07-31,49.0,128.0,189.0
2020-08-01,49.0,130.0,193.0
2020-08-02,49.0,133.0,198.0
2020-08-03,49.0,135.0,202.0
2020-08-04,49.0,137.0,205.0
2020-08-05,49.0,139.0,209.0
2020-08-06,48.0,141.0,213.0
2020-08-07,48.0,143.0,218.0
2020-08-08,48.0,145.0,223.0
2020-08-09,48.0,147.0,230.0
2020-08-10,47.0,149.0,236.0
2020-08-11,47.0,150.0,240.0
2020-08-12,47.0,152.0,243.0
2020-08-13,46.0,153.0,252.0
2020-08-14,46.0,154.0,258.0
2020-08-15,46.0,155.0,263.0
2020-08-16,45.0,156.0,269.0
2020-08-17,45.0,157.0,275.0
2020-08-18,45.0,158.0,281.0
2020-08-19,44.0,159.0,286.0
2020-08-20,44.0,159.0,291.0
2020-08-21,44.0,159.0,295.0
2020-08-22,43.0,160.0,304.0
2020-08-23,43.0,160.0,306.0
2020-08-24,43.0,160.0,311.0
2020-08-25,42.0,160.0,313.0
2020-08-26,42.0,160.0,314.0
2020-08-27,41.0,159.0,315.0
2020-08-28,41.0,159.0,317.0
2020-08-29,41.0,158.0,319.0
2020-08-30,40.0,158.0,321.0
