date,lower,projected,upper
2020-08-31,40.0,157.0,323.0
2020-09-01,39.0,156.0,322.0
2020-09-02,39.0,155.0,320.0
2020-09-03,39.0,154.0,321.0
2020-09-04,38.0,153.0,323.0
2020-09-05,38.0,152.0,324.0
2020-09-06,37.0,150.0,325.0
2020-09-07,37.0,149.0,325.0
2020-09-08,37.0,147.0,325.0
2020-09-09,36.0,146.0,325.0
2020-09-10,36.0,144.0,324.0
2020-09-11,36.0,142.0,324.0
2020-09-12,35.0,141.0,322.0
2020-09-13,35.0,139.0,320.0
2020-09-14,35.0,137.0,319.0
2020-09-15,34.0,135.0,317.0
2020-09-16,34.0,133.0,316.0
2020-09-17,34.0,131.0,314.0
2020-09-18,34.0,129.0,312.0
2020-09-19,33.0,127.0,313.0
2020-09-20,33.0,125.0,311.0
2020-09-21,33.0,123.0,309.0
2020-09-22,33.0,121.0,307.0
2020-09-23,32.0,119.0,304.0
2020-09-24,32.0,117.0,300.0
2020-09-25,32.0,115.0,297.0
2020-09-26,32.0,113.0,293.0
2020-09-27,32.0,111.0,290.0
2020-09-28,31.0,109.0,286.0
2020-09-29,31.0,107.0,282.0
2020-09-30,30.0,106.0,277.0
2020-10-01,30.0,104.0,273.0
2020-10-02,30.0,102.0,274.0
2020-10-03,30.0,100.0,268.0
2020-10-04,30.0,98.0,262.0
2020-10-05,29.0,96.0,255.0
2020-10-06,29.0,94.0,249.0
2020-10-07,29.0,92.0,243.0
2020-10-08,29.0,91.0,238.0
2020-10-09,29.0,89.0,234.0
2020-10-10,29.0,87.0,230.0
2020-10-11,29.0,86.0,226.0
2020-10-12,29.0,84.0,222.0
2020-10-13,29.0,82.0,218.0
2020-10-14,29.0,81.0,214.0
2020-10-15,30.0,79.0,212.0
2020-10-16,29.0,78.0,206.0
2020-10-17,29.0,76.0,200.0
2020-10-18,28.0,75.0,195.0
2020-10-19,28.0,73.0,189.0
2020-10-20,28.0,72.0,183.0
2020-10-21,27.0,71.0,176.0
2020-10-22,27.0,69.0,170.0
2020-10-23,26.0,68.0,164.0
2020-10-24,25.0,67.0,158.0
2020-10-25,24.0,66.0,153.0
2020-10-26,24.0,64.0,147.0
2020-10-27,22.0,63.0,142.0
2020-10-28,22.0,62.0,140.0
2020-10-29,21.0,61.0,139.0
2020-10-30,21.0,60.0,136.0
2020-10-31,20.0,59.0,134.0
2020-11-01,20.0,58.0,135.0
