date,lower,projected,upper
2020-09-23,28.0,58.0817039063,92.0
2020-09-24,27.0,56.4658348017,91.0
2020-09-25,26.0,54.8981153543,88.0
2020-09-26,25.0,53.377579150600006,87.0
2020-09-27,24.0,51.9032951058,85.0
2020-09-28,23.0,50.474314678599995,84.0
2020-09-29,22.0,49.0896137254,82.0
2020-09-30,21.0,47.748149751199996,81.0
2020-10-01,20.0,46.4489032363,80.0
2020-10-02,19.0,45.190881212600004,79.0
2020-10-03,18.0,43.9731157276,78.0
2020-10-04,17.0,42.7946333743,77.0
2020-10-05,16.0,41.6544603277,76.0
2020-10-06,16.0,40.5516341259,74.0
2020-10-07,15.0,39.4852108977,73.0
2020-10-08,14.0,38.4542666535,72.0
2020-10-09,14.0,37.457880896,70.0
2020-10-10,13.0,36.4951359267,69.0
2020-10-11,12.0,35.5651194027,68.0
2020-10-12,12.0,34.6669268339,67.0
2020-10-13,11.0,33.7996739408,66.0
2020-10-14,11.0,32.9625049133,65.0
2020-10-15,10.0,32.1545773523,63.0
2020-10-16,10.0,31.3750627575,62.0
2020-10-17,9.0,30.6231486948,61.0
2020-10-18,9.0,29.8980425465,60.0
2020-10-19,9.0,29.1989851298,59.0
2020-10-20,8.0,28.5252365778,58.0
2020-10-21,8.0,27.8760760207,58.0
2020-10-22,7.0,27.2508019512,57.0
2020-10-23,7.0,26.648733677,57.0
2020-10-24,7.0,26.0692363134,56.0
2020-10-25,6.0,25.5116938679,56.0
2020-10-26,6.0,24.9755095212,56.0
2020-10-27,6.0,24.4601065959,56.0
2020-10-28,5.0,23.9649304526,55.0
2020-10-29,5.0,23.489450971799997,54.0
2020-10-30,5.0,23.0331602574,53.0
2020-10-31,4.0,22.5955704638,53.0
2020-11-01,4.0,22.1762134483,53.0
