date,lower,projected,upper
2020-09-01,45.0,100.773917306,189.0
2020-09-02,44.0,98.7625664555,184.0
2020-09-03,43.0,96.7662019624,180.0
2020-09-04,41.0,94.7863135839,175.0
2020-09-05,40.0,92.8242436802,170.0
2020-09-06,39.0,90.8812022464,167.0
2020-09-07,38.0,88.9582802236,164.0
2020-09-08,37.0,87.0564611875,161.0
2020-09-09,36.0,85.1769262366,157.0
2020-09-10,35.0,83.3210052707,154.0
2020-09-11,34.0,81.4901488309,152.0
2020-09-12,33.0,79.685917229,148.0
2020-09-13,32.0,77.9097029402,144.0
2020-09-14,31.0,76.1625344519,141.0
2020-09-15,30.0,74.4454745044,138.0
2020-09-16,29.0,72.7596055883,135.0
2020-09-17,28.0,71.1056948342,132.0
2020-09-18,27.0,69.48447129600001,129.0
2020-09-19,26.0,67.8965731024,127.0
2020-09-20,26.0,66.3422761401,125.0
2020-09-21,25.0,64.8218437734,122.0
2020-09-22,24.0,63.335483056,120.0
2020-09-23,23.0,61.883347979300005,117.0
2020-09-24,23.0,60.4652221029,115.0
2020-09-25,22.0,59.0808500558,113.0
2020-09-26,21.0,57.7299543685,111.0
2020-09-27,21.0,56.4122340124,108.0
2020-09-28,20.0,55.1273392945,106.0
2020-09-29,19.0,53.8748502672,104.0
2020-09-30,19.0,52.6543009862,102.0
2020-10-01,18.0,51.4652050429,100.0
2020-10-02,17.0,50.3070626943,99.0
2020-10-03,17.0,49.179364839799995,97.0
2020-10-04,16.0,48.0815860786,95.0
2020-10-05,15.0,47.013186876199995,93.0
2020-10-06,15.0,45.97362008060001,92.0
2020-10-07,14.0,44.9623363154,90.0
2020-10-08,14.0,43.978786801800005,89.0
2020-10-09,14.0,43.022421082,88.0
2020-10-10,13.0,42.092687644,86.0
2020-10-11,13.0,41.189035762399996,85.0
2020-10-12,12.0,40.3109175113,84.0
2020-10-13,12.0,39.4577914464,83.0
2020-10-14,11.0,38.629124734499996,82.0
2020-10-15,11.0,37.8243885233,81.0
2020-10-16,11.0,37.0430573521,80.0
2020-10-17,10.0,36.2846105892,80.0
2020-10-18,10.0,35.548526502399994,78.0
2020-10-19,9.0,34.8342819374,77.0
2020-10-20,9.0,34.1413495429,76.0
2020-10-21,9.0,33.4691944045,75.0
2020-10-22,8.0,32.8172778618,74.0
2020-10-23,8.0,32.1850630218,72.0
2020-10-24,8.0,31.5720187812,72.0
2020-10-25,8.0,30.9776185874,71.0
2020-10-26,7.0,30.4013354938,70.0
2020-10-27,7.0,29.8426391108,69.0
2020-10-28,7.0,29.301002804899998,68.0
2020-10-29,7.0,28.7759034888,68.0
2020-10-30,7.0,28.2668237466,67.0
2020-10-31,6.0,27.7732542994,68.0
2020-11-01,6.0,27.294686643200002,67.0
