date,lower,projected,upper
2020-02-13,,,
2020-02-14,,,
2020-02-15,,,
2020-02-16,,,
2020-02-17,,,
2020-02-18,,,
2020-02-19,,,
2020-02-20,,,
2020-02-21,,,
2020-02-22,,,
2020-02-23,,,
2020-02-24,,,
2020-02-25,,,
2020-02-26,,,
2020-02-27,,,
2020-02-28,,,
2020-02-29,,,
2020-03-01,,,
2020-03-02,,,
2020-03-03,,,
2020-03-04,,,
2020-03-05,,,
2020-03-06,,,
2020-03-07,,,
2020-03-08,,,
2020-03-09,,,
2020-03-10,,,
2020-03-11,,,
2020-03-12,,,
2020-03-13,,,
2020-03-14,,,
2020-03-15,,,
2020-03-16,,,
2020-03-17,,,
2020-03-18,,,
2020-03-19,,,
2020-03-20,,,
2020-03-21,,,
2020-03-22,,,
2020-03-23,,,
2020-03-24,,,
2020-03-25,,,
2020-03-26,,,
2020-03-27,,,
2020-03-28,,,
2020-03-29,,,
2020-03-30,,,
2020-03-31,,,
2020-04-01,,,
2020-04-02,,,
2020-04-03,,,
2020-04-04,,,
2020-04-05,,,
2020-04-06,,,
2020-04-07,,,
2020-04-08,,,
2020-04-09,,,
2020-04-10,,,
2020-04-11,,,
2020-04-12,,,
2020-04-13,,,
2020-04-14,,,
2020-04-15,,,
2020-04-16,,,
2020-04-17,,,
2020-04-18,,,
2020-04-19,,,
2020-04-20,,,
2020-04-21,,,
2020-04-22,,,
2020-04-23,,,
2020-04-24,,,
2020-04-25,,,
2020-04-26,,,
2020-04-27,,,
2020-04-28,,,
2020-04-29,,,
2020-04-30,,,
2020-05-01,,,
2020-05-02,,,
2020-05-03,,,
2020-05-04,,,
2020-05-05,,,
2020-05-06,,,
2020-05-07,,,
2020-05-08,,,
2020-05-09,,,
2020-05-10,,,
2020-05-11,,,
2020-05-12,,,
2020-05-13,,,
2020-05-14,,,
2020-05-15,,,
2020-05-16,,,
2020-05-17,,,
2020-05-18,,,
2020-05-19,,,
2020-05-20,,,
2020-05-21,,,
2020-05-22,,,
2020-05-23,,,
2020-05-24,,,
2020-05-25,,,
2020-05-26,,,
2020-05-27,,,
2020-05-28,,,
2020-05-29,,,
2020-05-30,,,
2020-05-31,,,
2020-06-01,,,
2020-06-02,,,
2020-06-03,,,
2020-06-04,,,
2020-06-05,,,
2020-06-06,,,
2020-06-07,,,
2020-06-08,,,
2020-06-09,,,
2020-06-10,,,
2020-06-11,,,
2020-06-12,,,
2020-06-13,,,
2020-06-14,,,
2020-06-15,,,
2020-06-16,,,
2020-06-17,,,
2020-06-18,,,
2020-06-19,,,
2020-06-20,,,
2020-06-21,,,
2020-06-22,,,
2020-06-23,,,
2020-06-24,,,
2020-06-25,,,
2020-06-26,,,
2020-06-27,,,
2020-06-28,,,
2020-06-29,,,
2020-06-30,,,
2020-07-01,,,
2020-07-02,,,
2020-07-03,,,
2020-07-04,,,
2020-07-05,,,
2020-07-06,,,
2020-07-07,,,
2020-07-08,,,
2020-07-09,,,
2020-07-10,,,
2020-07-11,,,
2020-07-12,,,
2020-07-13,,,
2020-07-14,,,
2020-07-15,,,
2020-07-16,,,
2020-07-17,,,
2020-07-18,,,
2020-07-19,,,
2020-07-20,,,
2020-07-21,,,
2020-07-22,,,
2020-07-23,,,
2020-07-24,,,
2020-07-25,,,
2020-07-26,88.0,137.22847797,199.0
2020-07-27,87.0,139.451064536,207.0
2020-07-28,88.0,141.37548517,214.0
2020-07-29,87.0,142.99999659600002,222.0
2020-07-30,87.0,144.326454997,228.0
2020-07-31,86.0,145.358695229,233.0
2020-08-01,85.0,146.10493616600002,237.0
2020-08-02,85.0,146.57594008700002,240.0
2020-08-03,84.0,146.784585543,243.0
2020-08-04,84.0,146.745434807,245.0
2020-08-05,83.0,146.47430220799998,247.0
2020-08-06,81.0,145.98783108,250.0
2020-08-07,79.0,145.303091373,250.0
2020-08-08,78.0,144.437210805,251.0
2020-08-09,77.0,143.407051863,251.0
2020-08-10,75.0,142.228945428,250.0
2020-08-11,74.0,140.918277854,248.0
2020-08-12,73.0,139.489343754,247.0
2020-08-13,72.0,137.955924114,244.0
2020-08-14,70.0,136.330781274,244.0
2020-08-15,69.0,134.625653237,244.0
2020-08-16,68.0,132.851274924,243.0
2020-08-17,66.0,131.017418868,241.0
2020-08-18,65.0,129.132949324,239.0
2020-08-19,64.0,127.20588480100001,237.0
2020-08-20,62.0,125.243464692,233.0
2020-08-21,61.0,123.252216428,230.0
2020-08-22,59.0,121.238020588,226.0
2020-08-23,58.0,119.206172315,222.0
2020-08-24,56.0,117.161438097,219.0
2020-08-25,55.0,115.108107485,216.0
2020-08-26,53.0,113.05003978,212.0
2020-08-27,52.0,110.99070614200001,208.0
2020-08-28,50.0,108.933227806,204.0
2020-08-29,49.0,106.88041099,200.0
2020-08-30,48.0,104.834778839,196.0
2020-08-31,46.0,102.798600487,192.0
