date,lower,projected,upper
2020-09-07,57.0,110.384437776,171.0
2020-09-08,55.0,108.283796765,168.0
2020-09-09,53.0,106.19362107,165.0
2020-09-10,52.0,104.116040005,163.0
2020-09-11,50.0,102.053350215,160.0
2020-09-12,48.0,100.008001279,158.0
2020-09-13,47.0,97.9822530386,155.0
2020-09-14,45.0,95.9779325037,152.0
2020-09-15,43.0,93.99692233180001,148.0
2020-09-16,42.0,92.0411422665,145.0
2020-09-17,40.0,90.11249795309999,144.0
2020-09-18,39.0,88.2127860237,141.0
2020-09-19,37.0,86.3432902028,138.0
2020-09-20,36.0,84.5052648865,135.0
2020-09-21,35.0,82.6999405172,132.0
2020-09-22,34.0,80.9285029513,129.0
2020-09-23,33.0,79.19204498229999,127.0
2020-09-24,32.0,77.49078915300001,125.0
2020-09-25,31.0,75.824994102,122.0
2020-09-26,30.0,74.1949373953,119.0
2020-09-27,29.0,72.6008778595,117.0
2020-09-28,28.0,71.0429832942,114.0
2020-09-29,27.0,69.52125287189999,112.0
2020-09-30,26.0,68.0355946613,111.0
2020-10-01,25.0,66.5858857434,110.0
2020-10-02,24.0,65.1719803812,108.0
2020-10-03,23.0,63.793706828999994,107.0
2020-10-04,22.0,62.4508358347,105.0
2020-10-05,21.0,61.1430831525,103.0
2020-10-06,21.0,59.8701113295,102.0
2020-10-07,20.0,58.631540926599996,101.0
2020-10-08,19.0,57.4269548574,99.0
2020-10-09,18.0,56.25587792859999,98.0
2020-10-10,18.0,55.1177790456,96.0
2020-10-11,17.0,54.012079705699996,94.0
2020-10-12,16.0,52.9381485984,93.0
2020-10-13,15.0,51.8953270577,93.0
2020-10-14,15.0,50.8829352283,92.0
2020-10-15,14.0,49.900253188,92.0
2020-10-16,14.0,48.9465353536,92.0
2020-10-17,13.0,48.020994985600005,92.0
2020-10-18,13.0,47.122823312399994,92.0
2020-10-19,12.0,46.251216166000006,92.0
2020-10-20,12.0,45.405354905699994,92.0
2020-10-21,11.0,44.58443702140001,92.0
2020-10-22,11.0,43.7876550797,92.0
2020-10-23,10.0,43.014207190200004,92.0
2020-10-24,10.0,42.2633285245,92.0
2020-10-25,9.0,41.534265254299996,92.0
2020-10-26,9.0,40.826276976799996,92.0
2020-10-27,8.0,40.1386354451,91.0
2020-10-28,8.0,39.4706151077,92.0
2020-10-29,8.0,38.8215077323,92.0
2020-10-30,7.0,38.1906319153,91.0
2020-10-31,7.0,37.577327519200004,91.0
2020-11-01,7.0,36.9809567481,91.0
