date,lower,projected,upper
2020-09-01,45.0,125.0,375.0
2020-09-02,45.0,123.0,368.0
2020-09-03,44.0,121.0,361.0
2020-09-04,44.0,118.0,354.0
2020-09-05,43.0,116.0,346.0
2020-09-06,43.0,114.0,337.0
2020-09-07,42.0,111.0,330.0
2020-09-08,41.0,109.0,325.0
2020-09-09,41.0,107.0,317.0
2020-09-10,40.0,104.0,309.0
2020-09-11,40.0,102.0,306.0
2020-09-12,39.0,100.0,296.0
2020-09-13,39.0,97.0,286.0
2020-09-14,38.0,95.0,279.0
2020-09-15,38.0,93.0,269.0
2020-09-16,37.0,90.0,260.0
2020-09-17,37.0,88.0,251.0
2020-09-18,37.0,86.0,244.0
2020-09-19,36.0,84.0,236.0
2020-09-20,36.0,82.0,226.0
2020-09-21,35.0,80.0,220.0
2020-09-22,35.0,78.0,211.0
2020-09-23,35.0,76.0,201.0
2020-09-24,34.0,74.0,196.0
2020-09-25,34.0,72.0,189.0
2020-09-26,34.0,70.0,179.0
2020-09-27,34.0,68.0,170.0
2020-09-28,33.0,67.0,164.0
2020-09-29,33.0,65.0,158.0
2020-09-30,33.0,63.0,152.0
2020-10-01,32.0,62.0,146.0
2020-10-02,32.0,60.0,140.0
2020-10-03,32.0,59.0,135.0
2020-10-04,32.0,57.0,127.0
2020-10-05,31.0,56.0,121.0
2020-10-06,31.0,55.0,115.0
2020-10-07,31.0,53.0,111.0
2020-10-08,30.0,52.0,107.0
2020-10-09,30.0,51.0,102.0
2020-10-10,30.0,50.0,97.0
2020-10-11,29.0,49.0,93.0
2020-10-12,29.0,47.0,89.0
2020-10-13,28.0,46.0,86.0
2020-10-14,27.0,45.0,82.0
2020-10-15,27.0,44.0,78.0
2020-10-16,27.0,43.0,77.0
2020-10-17,26.0,43.0,76.0
2020-10-18,25.0,42.0,73.0
2020-10-19,25.0,41.0,70.0
2020-10-20,24.0,40.0,69.0
2020-10-21,23.0,39.0,69.0
2020-10-22,23.0,39.0,68.0
2020-10-23,22.0,38.0,67.0
2020-10-24,21.0,37.0,65.0
2020-10-25,20.0,36.0,64.0
2020-10-26,20.0,36.0,63.0
2020-10-27,19.0,35.0,64.0
2020-10-28,19.0,35.0,63.0
2020-10-29,18.0,34.0,60.0
2020-10-30,17.0,34.0,59.0
2020-10-31,16.0,33.0,59.0
2020-11-01,15.0,33.0,59.0
