date,lower,projected,upper
2020-02-13,,,
2020-02-14,,,
2020-02-15,,,
2020-02-16,,,
2020-02-17,,,
2020-02-18,,,
2020-02-19,,,
2020-02-20,,,
2020-02-21,,,
2020-02-22,,,
2020-02-23,,,
2020-02-24,,,
2020-02-25,,,
2020-02-26,,,
2020-02-27,,,
2020-02-28,,,
2020-02-29,,,
2020-03-01,,,
2020-03-02,,,
2020-03-03,,,
2020-03-04,,,
2020-03-05,,,
2020-03-06,,,
2020-03-07,,,
2020-03-08,,,
2020-03-09,,,
2020-03-10,,,
2020-03-11,,,
2020-03-12,,,
2020-03-13,,,
2020-03-14,,,
2020-03-15,,,
2020-03-16,,,
2020-03-17,,,
2020-03-18,,,
2020-03-19,,,
2020-03-20,,,
2020-03-21,,,
2020-03-22,,,
2020-03-23,,,
2020-03-24,,,
2020-03-25,,,
2020-03-26,,,
2020-03-27,,,
2020-03-28,,,
2020-03-29,,,
2020-03-30,,,
2020-03-31,,,
2020-04-01,,,
2020-04-02,,,
2020-04-03,,,
2020-04-04,,,
2020-04-05,,,
2020-04-06,,,
2020-04-07,,,
2020-04-08,,,
2020-04-09,,,
2020-04-10,,,
2020-04-11,,,
2020-04-12,,,
2020-04-13,,,
2020-04-14,,,
2020-04-15,,,
2020-04-16,,,
2020-04-17,,,
2020-04-18,,,
2020-04-19,,,
2020-04-20,,,
2020-04-21,,,
2020-04-22,,,
2020-04-23,,,
2020-04-24,,,
2020-04-25,,,
2020-04-26,,,
2020-04-27,,,
2020-04-28,,,
2020-04-29,,,
2020-04-30,,,
2020-05-01,,,
2020-05-02,,,
2020-05-03,,,
2020-05-04,,,
2020-05-05,,,
2020-05-06,,,
2020-05-07,,,
2020-05-08,,,
2020-05-09,,,
2020-05-10,,,
2020-05-11,,,
2020-05-12,,,
2020-05-13,,,
2020-05-14,,,
2020-05-15,,,
2020-05-16,,,
2020-05-17,,,
2020-05-18,,,
2020-05-19,,,
2020-05-20,,,
2020-05-21,,,
2020-05-22,,,
2020-05-23,,,
2020-05-24,,,
2020-05-25,,,
2020-05-26,,,
2020-05-27,,,
2020-05-28,,,
2020-05-29,,,
2020-05-30,,,
2020-05-31,,,
2020-06-01,,,
2020-06-02,,,
2020-06-03,,,
2020-06-04,,,
2020-06-05,,,
2020-06-06,,,
2020-06-07,,,
2020-06-08,,,
2020-06-09,,,
2020-06-10,,,
2020-06-11,,,
2020-06-12,,,
2020-06-13,,,
2020-06-14,,,
2020-06-15,,,
2020-06-16,,,
2020-06-17,,,
2020-06-18,,,
2020-06-19,,,
2020-06-20,,,
2020-06-21,,,
2020-06-22,,,
2020-06-23,,,
2020-06-24,,,
2020-06-25,,,
2020-06-26,,,
2020-06-27,,,
2020-06-28,,,
2020-06-29,,,
2020-06-30,,,
2020-07-01,,,
2020-07-02,,,
2020-07-03,,,
2020-07-04,,,
2020-07-05,,,
2020-07-06,,,
2020-07-07,,,
2020-07-08,,,
2020-07-09,,,
2020-07-10,,,
2020-07-11,,,
2020-07-12,,,
2020-07-13,,,
2020-07-14,,,
2020-07-15,,,
2020-07-16,,,
2020-07-17,,,
2020-07-18,,,
2020-07-19,59.0,106.0,148.0
2020-07-20,60.0,109.0,154.0
2020-07-21,61.0,112.0,160.0
2020-07-22,61.0,115.0,167.0
2020-07-23,61.0,118.0,174.0
2020-07-24,62.0,121.0,180.0
2020-07-25,62.0,124.0,187.0
2020-07-26,62.0,126.0,193.0
2020-07-27,61.0,129.0,200.0
2020-07-28,61.0,132.0,207.0
2020-07-29,61.0,134.0,214.0
2020-07-30,60.0,136.0,221.0
2020-07-31,60.0,138.0,229.0
2020-08-01,60.0,140.0,237.0
2020-08-02,59.0,141.0,244.0
2020-08-03,59.0,143.0,251.0
2020-08-04,58.0,144.0,259.0
2020-08-05,58.0,145.0,268.0
2020-08-06,57.0,146.0,274.0
2020-08-07,57.0,147.0,280.0
2020-08-08,56.0,147.0,285.0
2020-08-09,56.0,148.0,290.0
2020-08-10,55.0,148.0,296.0
2020-08-11,55.0,148.0,304.0
2020-08-12,54.0,148.0,311.0
2020-08-13,54.0,147.0,315.0
2020-08-14,53.0,147.0,324.0
2020-08-15,53.0,146.0,329.0
2020-08-16,52.0,146.0,334.0
2020-08-17,52.0,145.0,341.0
2020-08-18,51.0,144.0,347.0
2020-08-19,51.0,143.0,353.0
2020-08-20,50.0,142.0,358.0
2020-08-21,50.0,140.0,363.0
2020-08-22,49.0,139.0,366.0
2020-08-23,49.0,138.0,370.0
2020-08-24,48.0,136.0,372.0
2020-08-25,48.0,134.0,374.0
2020-08-26,47.0,133.0,376.0
2020-08-27,47.0,131.0,377.0
2020-08-28,46.0,129.0,378.0
2020-08-29,46.0,127.0,369.0
2020-08-30,45.0,125.0,366.0
2020-08-31,45.0,123.0,362.0
2020-09-01,44.0,121.0,358.0
