date,lower,projected,upper
2020-09-02,44.0,119.0,354.0
2020-09-03,43.0,117.0,349.0
2020-09-04,42.0,115.0,343.0
2020-09-05,42.0,113.0,337.0
2020-09-06,41.0,110.0,331.0
2020-09-07,41.0,108.0,327.0
2020-09-08,40.0,106.0,320.0
2020-09-09,40.0,104.0,312.0
2020-09-10,40.0,101.0,304.0
2020-09-11,39.0,99.0,296.0
2020-09-12,39.0,97.0,289.0
2020-09-13,38.0,95.0,282.0
2020-09-14,38.0,92.0,274.0
2020-09-15,37.0,90.0,267.0
2020-09-16,37.0,88.0,259.0
2020-09-17,36.0,86.0,251.0
2020-09-18,36.0,84.0,242.0
2020-09-19,35.0,82.0,235.0
2020-09-20,35.0,80.0,227.0
2020-09-21,35.0,78.0,218.0
2020-09-22,34.0,76.0,210.0
2020-09-23,34.0,74.0,201.0
2020-09-24,34.0,72.0,193.0
2020-09-25,33.0,71.0,185.0
2020-09-26,33.0,69.0,179.0
2020-09-27,33.0,67.0,171.0
2020-09-28,33.0,66.0,161.0
2020-09-29,32.0,64.0,155.0
2020-09-30,32.0,62.0,149.0
2020-10-01,32.0,61.0,143.0
2020-10-02,32.0,59.0,137.0
2020-10-03,31.0,58.0,131.0
2020-10-04,31.0,57.0,125.0
2020-10-05,31.0,55.0,120.0
2020-10-06,31.0,54.0,113.0
2020-10-07,30.0,53.0,109.0
2020-10-08,30.0,52.0,104.0
2020-10-09,30.0,50.0,100.0
2020-10-10,29.0,49.0,96.0
2020-10-11,29.0,48.0,92.0
2020-10-12,28.0,47.0,88.0
2020-10-13,28.0,46.0,85.0
2020-10-14,27.0,45.0,81.0
2020-10-15,27.0,44.0,77.0
2020-10-16,26.0,43.0,76.0
2020-10-17,25.0,42.0,75.0
2020-10-18,25.0,42.0,73.0
2020-10-19,25.0,41.0,70.0
2020-10-20,24.0,40.0,68.0
2020-10-21,23.0,39.0,68.0
2020-10-22,22.0,38.0,68.0
2020-10-23,22.0,38.0,66.0
2020-10-24,21.0,37.0,65.0
2020-10-25,20.0,37.0,64.0
2020-10-26,20.0,36.0,63.0
2020-10-27,19.0,35.0,63.0
2020-10-28,19.0,35.0,63.0
2020-10-29,18.0,34.0,60.0
2020-10-30,18.0,34.0,59.0
2020-10-31,17.0,33.0,58.0
2020-11-01,16.0,33.0,59.0
