date,lower,projected,upper
2020-09-02,55.0,113.303287646,189.0
2020-09-03,54.0,111.344624292,185.0
2020-09-04,52.0,109.388498826,180.0
2020-09-05,51.0,107.436634324,177.0
2020-09-06,49.0,105.49064079899999,174.0
2020-09-07,48.0,103.55202586899999,170.0
2020-09-08,47.0,101.62220395,167.0
2020-09-09,46.0,99.70286833600001,164.0
2020-09-10,44.0,97.7959282121,161.0
2020-09-11,43.0,95.9034712417,159.0
2020-09-12,41.0,94.0277478187,155.0
2020-09-13,40.0,92.1708261213,152.0
2020-09-14,39.0,90.33434687100001,150.0
2020-09-15,37.0,88.5200114681,147.0
2020-09-16,36.0,86.7295618162,144.0
2020-09-17,35.0,84.9643637076,141.0
2020-09-18,34.0,83.2257452706,139.0
2020-09-19,33.0,81.5149295223,137.0
2020-09-20,32.0,79.8326974962,134.0
2020-09-21,31.0,78.17981713649999,131.0
2020-09-22,30.0,76.5569873001,128.0
2020-09-23,29.0,74.9648402503,127.0
2020-09-24,28.0,73.40354774149999,124.0
2020-09-25,27.0,71.8732277162,121.0
2020-09-26,26.0,70.3739645248,118.0
2020-09-27,25.0,68.9058062875,116.0
2020-09-28,24.0,67.4687327818,113.0
2020-09-29,24.0,66.0626276708,111.0
2020-09-30,23.0,64.6873080096,109.0
2020-10-01,22.0,63.342555562799994,108.0
2020-10-02,21.0,62.0281252749,106.0
2020-10-03,21.0,60.7437498407,105.0
2020-10-04,20.0,59.4891307658,104.0
2020-10-05,19.0,58.2639409084,103.0
2020-10-06,19.0,57.0678325434,101.0
2020-10-07,18.0,55.900444058299996,99.0
2020-10-08,18.0,54.761403462299995,98.0
2020-10-09,17.0,53.650325583000004,96.0
2020-10-10,16.0,52.5668128965,95.0
2020-10-11,16.0,51.510457934899996,94.0
2020-10-12,15.0,50.4808459391,92.0
2020-10-13,14.0,49.4775595831,91.0
2020-10-14,14.0,48.5001818815,90.0
2020-10-15,14.0,47.5482906408,89.0
2020-10-16,13.0,46.6214577567,88.0
2020-10-17,13.0,45.7192506658,87.0
2020-10-18,13.0,44.8412246083,87.0
2020-10-19,12.0,43.9869224598,86.0
2020-10-20,12.0,43.1558718775,85.0
2020-10-21,11.0,42.3475813727,84.0
2020-10-22,11.0,41.5615455077,83.0
2020-10-23,11.0,40.7972517089,83.0
2020-10-24,10.0,40.054183668,82.0
2020-10-25,10.0,39.3318206647,81.0
2020-10-26,10.0,38.6296359108,80.0
2020-10-27,9.0,37.9470927868,80.0
2020-10-28,9.0,37.2836544687,79.0
2020-10-29,8.0,36.6387863367,79.0
2020-10-30,8.0,36.0119548555,78.0
2020-10-31,8.0,35.4026272351,77.0
2020-11-01,7.0,34.8102698955,77.0
