date,lower,projected,upper
2020-09-14,56.0,106.391642354,159.0
2020-09-15,55.0,104.46960693,157.0
2020-09-16,53.0,102.567929353,155.0
2020-09-17,51.0,100.68882951,153.0
2020-09-18,49.0,98.834424522,151.0
2020-09-19,47.0,97.00622334219999,148.0
2020-09-20,45.0,95.2057288021,146.0
2020-09-21,44.0,93.43444417,144.0
2020-09-22,43.0,91.69384650629999,142.0
2020-09-23,41.0,89.98532444959999,140.0
2020-09-24,40.0,88.3092051789,138.0
2020-09-25,38.0,86.6658816399,136.0
2020-09-26,37.0,85.05579078609999,135.0
2020-09-27,36.0,83.4793655198,133.0
2020-09-28,35.0,81.9369422972,133.0
2020-09-29,34.0,80.4286615249,132.0
2020-09-30,33.0,78.9545639645,131.0
2020-10-01,32.0,77.5146654292,130.0
2020-10-02,31.0,76.10896589779999,129.0
2020-10-03,30.0,74.737443328,127.0
2020-10-04,29.0,73.4000134356,126.0
2020-10-05,28.0,72.0965326067,125.0
2020-10-06,28.0,70.8267949079,124.0
2020-10-07,27.0,69.5905468278,124.0
2020-10-08,26.0,68.3874871819,123.0
2020-10-09,25.0,67.2172335991,122.0
2020-10-10,24.0,66.079324398,122.0
2020-10-11,23.0,64.97323084189999,121.0
2020-10-12,23.0,63.8983470878,120.0
2020-10-13,21.0,62.8540253841,120.0
2020-10-14,20.0,61.839584476700004,119.0
2020-10-15,20.0,60.8542894279,119.0
2020-10-16,19.0,59.8973676129,118.0
2020-10-17,18.0,58.967988108,117.0
2020-10-18,17.0,58.0652957121,117.0
2020-10-19,16.0,57.188433394499995,117.0
2020-10-20,15.0,56.33652091810001,117.0
2020-10-21,15.0,55.5087088907,117.0
2020-10-22,14.0,54.704138773000004,117.0
2020-10-23,13.0,53.9219675934,117.0
2020-10-24,13.0,53.1613982064,118.0
2020-10-25,12.0,52.42164484439999,118.0
2020-10-26,12.0,51.70194074810001,118.0
2020-10-27,11.0,51.001532187399995,118.0
2020-10-28,11.0,50.3196798529,118.0
2020-10-29,10.0,49.655661062200004,119.0
2020-10-30,10.0,49.008775828999994,118.0
2020-10-31,10.0,48.378356392,119.0
2020-11-01,9.0,47.7637597541,119.0
