date,lower,projected,upper
2020-02-13,,,
2020-02-14,,,
2020-02-15,,,
2020-02-16,,,
2020-02-17,,,
2020-02-18,,,
2020-02-19,,,
2020-02-20,,,
2020-02-21,,,
2020-02-22,,,
2020-02-23,,,
2020-02-24,,,
2020-02-25,,,
2020-02-26,,,
2020-02-27,,,
2020-02-28,,,
2020-02-29,,,
2020-03-01,,,
2020-03-02,,,
2020-03-03,,,
2020-03-04,,,
2020-03-05,,,
2020-03-06,,,
2020-03-07,,,
2020-03-08,,,
2020-03-09,,,
2020-03-10,,,
2020-03-11,,,
2020-03-12,,,
2020-03-13,,,
2020-03-14,,,
2020-03-15,,,
2020-03-16,,,
2020-03-17,,,
2020-03-18,,,
2020-03-19,,,
2020-03-20,,,
2020-03-21,,,
2020-03-22,,,
2020-03-23,,,
2020-03-24,,,
2020-03-25,,,
2020-03-26,,,
2020-03-27,,,
2020-03-28,,,
2020-03-29,,,
2020-03-30,,,
2020-03-31,,,
2020-04-01,,,
2020-04-02,,,
2020-04-03,,,
2020-04-04,,,
2020-04-05,,,
2020-04-06,,,
2020-04-07,,,
2020-04-08,,,
2020-04-09,,,
2020-04-10,,,
2020-04-11,,,
2020-04-12,,,
2020-04-13,,,
2020-04-14,,,
2020-04-15,,,
2020-04-16,,,
2020-04-17,,,
2020-04-18,,,
2020-04-19,,,
2020-04-20,,,
2020-04-21,,,
2020-04-22,,,
2020-04-23,,,
2020-04-24,,,
2020-04-25,,,
2020-04-26,,,
2020-04-27,,,
2020-04-28,,,
2020-04-29,,,
2020-04-30,,,
2020-05-01,,,
2020-05-02,,,
2020-05-03,,,
2020-05-04,,,
2020-05-05,,,
2020-05-06,,,
2020-05-07,,,
2020-05-08,,,
2020-05-09,,,
2020-05-10,,,
2020-05-11,,,
2020-05-12,,,
2020-05-13,,,
2020-05-14,,,
2020-05-15,,,
2020-05-16,,,
2020-05-17,,,
2020-05-18,,,
2020-05-19,,,
2020-05-20,,,
2020-05-21,,,
2020-05-22,,,
2020-05-23,,,
2020-05-24,,,
2020-05-25,,,
2020-05-26,,,
2020-05-27,,,
2020-05-28,,,
2020-05-29,,,
2020-05-30,,,
2020-05-31,,,
2020-06-01,,,
2020-06-02,,,
2020-06-03,,,
2020-06-04,,,
2020-06-05,,,
2020-06-06,,,
2020-06-07,,,
2020-06-08,,,
2020-06-09,,,
2020-06-10,,,
2020-06-11,,,
2020-06-12,,,
2020-06-13,,,
2020-06-14,,,
2020-06-15,,,
2020-06-16,,,
2020-06-17,,,
2020-06-18,,,
2020-06-19,,,
2020-06-20,,,
2020-06-21,,,
2020-06-22,,,
2020-06-23,,,
2020-06-24,,,
2020-06-25,,,
2020-06-26,,,
2020-06-27,,,
2020-06-28,,,
2020-06-29,,,
2020-06-30,,,
2020-07-01,,,
2020-07-02,,,
2020-07-03,,,
2020-07-04,,,
2020-07-05,,,
2020-07-06,,,
2020-07-07,,,
2020-07-08,,,
2020-07-09,,,
2020-07-10,,,
2020-07-11,,,
2020-07-12,,,
2020-07-13,,,
2020-07-14,,,
2020-07-15,,,
2020-07-16,,,
2020-07-17,,,
2020-07-18,,,
2020-07-19,,,
2020-07-20,,,
2020-07-21,,,
2020-07-22,,,
2020-07-23,,,
2020-07-24,,,
2020-07-25,,,
2020-07-26,,,
2020-07-27,,,
2020-07-28,,,
2020-07-29,,,
2020-07-30,,,
2020-07-31,,,
2020-08-01,,,
2020-08-02,,,
2020-08-03,,,
2020-08-04,,,
2020-08-05,,,
2020-08-06,,,
2020-08-07,,,
2020-08-08,,,
2020-08-09,,,
2020-08-10,,,
2020-08-11,,,
2020-08-12,,,
2020-08-13,,,
2020-08-14,,,
2020-08-15,,,
2020-08-16,,,
2020-08-17,,,
2020-08-18,,,
2020-08-19,,,
2020-08-20,,,
2020-08-21,107.0,152.734228684,206.0
2020-08-22,105.0,151.039928195,205.0
2020-08-23,102.0,149.296899578,203.0
2020-08-24,100.0,147.510891332,201.0
2020-08-25,97.0,145.687132271,200.0
2020-08-26,96.0,143.83037560100001,198.0
2020-08-27,93.0,141.944941998,195.0
2020-08-28,91.0,140.034761169,193.0
2020-08-29,89.0,138.103411444,191.0
2020-08-30,86.0,136.154156979,188.0
2020-08-31,84.0,134.189982176,186.0
2020-09-01,82.0,132.213623033,183.0
2020-09-02,80.0,130.227595294,181.0
2020-09-03,78.0,128.23421947100002,179.0
2020-09-04,76.0,126.23564295899999,178.0
2020-09-05,73.0,124.23385947,176.0
2020-09-06,71.0,122.23072605200001,174.0
2020-09-07,69.0,120.22797789,172.0
2020-09-08,68.0,118.22724110799999,171.0
2020-09-09,66.0,116.230498105,169.0
2020-09-10,63.0,114.24001318399999,167.0
2020-09-11,61.0,112.258289777,165.0
2020-09-12,59.0,110.288054685,163.0
2020-09-13,58.0,108.331832457,161.0
