date,lower,projected,upper
2020-09-11,64.0,115.305285267,175.0
2020-09-12,62.0,113.145653099,173.0
2020-09-13,60.0,111.002940908,170.0
2020-09-14,58.0,108.879183034,167.0
2020-09-15,56.0,106.77645601,165.0
2020-09-16,54.0,104.696863292,164.0
2020-09-17,52.0,102.64248599,162.0
2020-09-18,51.0,100.615288026,159.0
2020-09-19,50.0,98.61670392010001,157.0
2020-09-20,48.0,96.6481366482,155.0
2020-09-21,47.0,94.7109648906,153.0
2020-09-22,45.0,92.8065231064,150.0
2020-09-23,44.0,90.9360524945,149.0
2020-09-24,42.0,89.0999038663,147.0
2020-09-25,41.0,87.2984672087,144.0
2020-09-26,39.0,85.5321545112,142.0
2020-09-27,38.0,83.8013612395,139.0
2020-09-28,37.0,82.10639179350001,137.0
2020-09-29,36.0,80.4473791117,135.0
2020-09-30,35.0,78.824364066,132.0
2020-10-01,34.0,77.2373570693,130.0
2020-10-02,33.0,75.6863461323,129.0
2020-10-03,32.0,74.1712968012,128.0
2020-10-04,31.0,72.6921176748,126.0
2020-10-05,30.0,71.2486511451,125.0
2020-10-06,29.0,69.8406852108,123.0
2020-10-07,27.0,68.4679582242,122.0
2020-10-08,26.0,67.1301620261,120.0
2020-10-09,25.0,65.8269324442,119.0
2020-10-10,24.0,64.5578493451,118.0
2020-10-11,23.0,63.3224325853,116.0
2020-10-12,22.0,62.1201416047,115.0
2020-10-13,22.0,60.9503977672,114.0
2020-10-14,21.0,59.812599103500006,114.0
2020-10-15,20.0,58.706100345,113.0
2020-10-16,19.0,57.6302063775,112.0
2020-10-17,19.0,56.584180366400005,111.0
2020-10-18,18.0,55.56724580979999,111.0
2020-10-19,17.0,54.578635016899995,111.0
2020-10-20,17.0,53.6175821804,111.0
2020-10-21,16.0,52.6833008837,111.0
2020-10-22,15.0,51.775004941700004,111.0
2020-10-23,14.0,50.8919021756,111.0
2020-10-24,14.0,50.033232447299994,110.0
2020-10-25,13.0,49.198237366099995,110.0
2020-10-26,12.0,48.386153005699995,110.0
2020-10-27,12.0,47.5962420818,110.0
2020-10-28,11.0,46.827773997399994,109.0
2020-10-29,11.0,46.0800366574,109.0
2020-10-30,10.0,45.3523298188,109.0
2020-10-31,10.0,44.6439605627,109.0
2020-11-01,9.0,43.9542598586,108.0
