date,lower,projected,upper
2020-09-03,45.0,127.0,282.0
2020-09-04,44.0,125.0,277.0
2020-09-05,43.0,122.0,272.0
2020-09-06,42.0,120.0,266.0
2020-09-07,41.0,117.0,261.0
2020-09-08,40.0,115.0,251.0
2020-09-09,39.0,112.0,246.0
2020-09-10,38.0,110.0,242.0
2020-09-11,37.0,107.0,236.0
2020-09-12,36.0,105.0,228.0
2020-09-13,35.0,102.0,218.0
2020-09-14,34.0,100.0,212.0
2020-09-15,34.0,97.0,204.0
2020-09-16,33.0,95.0,197.0
2020-09-17,32.0,93.0,192.0
2020-09-18,31.0,90.0,188.0
2020-09-19,30.0,88.0,184.0
2020-09-20,30.0,86.0,180.0
2020-09-21,29.0,84.0,175.0
2020-09-22,29.0,82.0,169.0
2020-09-23,28.0,80.0,164.0
2020-09-24,27.0,78.0,160.0
2020-09-25,27.0,76.0,154.0
2020-09-26,26.0,74.0,149.0
2020-09-27,26.0,73.0,144.0
2020-09-28,25.0,71.0,140.0
2020-09-29,24.0,69.0,136.0
2020-09-30,24.0,68.0,133.0
2020-10-01,23.0,66.0,130.0
2020-10-02,23.0,65.0,126.0
2020-10-03,22.0,63.0,122.0
2020-10-04,22.0,62.0,119.0
2020-10-05,21.0,60.0,115.0
2020-10-06,21.0,59.0,112.0
2020-10-07,20.0,58.0,110.0
2020-10-08,20.0,56.0,110.0
2020-10-09,19.0,55.0,105.0
2020-10-10,19.0,54.0,103.0
2020-10-11,18.0,53.0,103.0
2020-10-12,18.0,52.0,102.0
2020-10-13,17.0,51.0,101.0
2020-10-14,17.0,50.0,101.0
2020-10-15,16.0,49.0,101.0
2020-10-16,16.0,48.0,102.0
2020-10-17,15.0,47.0,102.0
2020-10-18,15.0,46.0,103.0
2020-10-19,15.0,45.0,102.0
2020-10-20,14.0,45.0,100.0
2020-10-21,13.0,44.0,98.0
2020-10-22,13.0,43.0,98.0
2020-10-23,12.0,42.0,99.0
2020-10-24,12.0,42.0,99.0
2020-10-25,12.0,41.0,99.0
2020-10-26,11.0,40.0,100.0
2020-10-27,10.0,40.0,100.0
2020-10-28,10.0,39.0,100.0
2020-10-29,9.0,39.0,99.0
2020-10-30,9.0,38.0,99.0
2020-10-31,9.0,38.0,99.0
2020-11-01,8.0,37.0,99.0
